"uuid","event_year","event_datetime","round","round_number","stadium","city","country","participant_team","goals_scored","goals_received","is_winner"
"007b5642-2f3c-dca5-8070-377504d26593",1998,1998-07-12 18:00:00.000 -0300,Final,5,Stade de France,Saint-Denis ,France,Brazil,0,3,false
"5cb620af-8dc4-bab8-2487-1fb48c1c93af",1994,1994-06-20 13:00:00.000 -0300,Group B,1,Stanford Stadium,San Francisco ,USA,Russia,0,2,false
cbceb83f-24c2-f682-0ec2-91d18260d033,1982,1982-06-23 18:00:00.000 -0300,Group 3,1,Jose Rico Perez,Alicante ,Spain,Argentina,2,0,true
"52fb9ea1-e5e4-50d7-8d29-da88b672f921",2014,2014-06-26 14:00:00.000 -0300,Group H,1,Arena da Baixada,Curitiba ,Brazil,Russia,1,1,false
e4574cdf-0cd6-79e6-bc1b-d78e7e46d031,1950,1950-07-01 12:00:00.000 -0300,Group 1,1,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Rio De Janeiro ,Brazil,Brazil,2,0,true
d5de75c3-a4c6-af4a-fc87-86f962fe964b,1990,1990-06-25 18:00:00.000 -0300,Round of 16,2,Stadio Olimpico,Rome ,Italy,Italy,2,0,true
c67c53fd-64f8-1ce6-d23f-be8fcb1ab008,2010,2010-06-13 17:30:00.000 -0300,Group D,1,Durban Stadium,Durban ,South Africa,Germany,4,0,true
"13f4ece8-6183-6a18-db24-b2e01f53ba8b",1930,1930-07-15 12:00:00.000 -0400,Group 1,1,Parque Central,Montevideo ,Uruguay,France,0,1,false
"1d9e2c1a-e84a-ea0b-cbab-e9245db9acaf",1958,1958-06-17 16:00:00.000 -0300,Group 1,1,Malmo Stadion,Malmï¿½ ,Sweden,Northern Ireland,2,1,true
f8a8a7d7-a35a-7be5-7521-26f5c073e99d,1998,1998-06-10 18:00:00.000 -0300,Group A,1,La Mosson,Montpellier ,France,Morocco,2,2,false
"5f843b52-d75a-bc55-e63e-c70ae616ecbd",1966,1966-07-15 15:30:00.000 -0400,Group 2,1,Hillsborough,Sheffield ,England,Switzerland,1,2,false
cb96decc-a3b8-ca2f-d14c-3be5fa0bb0a3,1994,1994-06-27 13:00:00.000 -0300,Group C,1,Cotton Bowl,Dallas ,USA,Korea Republic,2,3,false
"0f1791db-c42e-7e07-bb3a-29f87aa7a8dc",2006,2006-06-20 18:00:00.000 -0300,Group B,1,Fritz-Walter-Stadion,Kaiserslautern ,Germany,Paraguay,2,0,true
"654ba911-24ee-f96c-f7f0-dfc03fbcc9ff",1954,1954-06-26 14:00:00.000 -0300,Quarter-finals,3,La Pontaise,Lausanne ,Switzerland,Switzerland,5,7,false
"87a1a695-224a-015e-2fce-7ddaac6597af",1998,1998-06-21 18:00:00.000 -0300,Group F,1,Stade de Gerland,Lyon ,France,USA,1,2,false
"2d13bb2b-98d9-36d4-6b83-b17f805cccd7",1962,1962-05-30 12:00:00.000 -0300,Group 1,1,Carlos Dittborn,Arica ,Chile,Uruguay,2,1,true
"583f90ce-7e7e-8c60-80e3-65cf375b6a80",1982,1982-06-15 18:00:00.000 -0300,Group 6,1,La Rosaleda,Malaga ,Spain,New Zealand,2,5,false
"04abca46-1461-84ca-6b0e-adc5e523e722",1950,1950-07-02 12:00:00.000 -0300,Group 2,1,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Rio De Janeiro ,Brazil,England,0,1,false
c87b1766-e3cd-4eab-6b6b-f5b8864f1a21,2010,2010-07-03 13:00:00.000 -0300,Quarter-finals,3,Cape Town Stadium,Cape Town ,South Africa,Argentina,0,4,false
c54104cb-8a5b-8ab4-e607-6f9db8c771d7,1962,1962-06-03 12:00:00.000 -0300,Group 2,1,Nacional,Santiago De Chile ,Chile,Germany FR,2,1,true
"3e84a3f9-134a-4462-4f1a-00d8d8295c41",1982,1982-06-21 14:15:00.000 -0300,Group 2,1,Carlos Tartiere,Oviedo ,Spain,Algeria,0,2,false
"674eb319-4a20-575d-c834-70cf5bee944a",1982,1982-06-24 14:15:00.000 -0300,Group 4,1,Jose Zorrilla,Valladolid ,Spain,Czechoslovakia,1,1,false
b7a591a5-c297-6a94-e402-3808c81d3cd0,2010,2010-06-11 13:00:00.000 -0300,Group A,1,Soccer City Stadium,Johannesburg ,South Africa,Mexico,1,1,false
"000afc21-136a-92d5-4d84-0f5280f57dd7",2002,2002-06-11 12:30:00.000 -0300,Group A,1,Suwon World Cup Stadium,Suwon ,Korea/Japan,Uruguay,3,3,false
"43f61019-5499-c0a4-23ad-2e2084d5e770",1990,1990-06-14 14:00:00.000 -0300,Group B,1,Stadio San Nicola,Bari ,Italy,Cameroon,2,1,true
"33eafdd0-ac31-af3e-988a-d88b9cfe5847",2014,2014-07-09 14:00:00.000 -0300,Semi-finals,4,Arena de Sao Paulo,Sao Paulo ,Brazil,Netherlands,0,0,false
"7e71b109-7926-2123-badd-a8af50a6c70d",1958,1958-06-11 16:00:00.000 -0300,Group 4,1,Ryavallen,Boras ,Sweden,Austria,0,2,false
"54e70bb2-421e-b704-c9fc-69ef0a6a7c7f",2002,2002-06-08 12:30:00.000 -0300,Group B,1,Daegu World Cup Stadium,Daegu ,Korea/Japan,Slovenia,0,1,false
c96addbe-1376-adec-d7eb-7084ecbaaa68,1938,1938-06-19 13:00:00.000 -0400,Match for third place,1,Stade du Parc Lescure,Bordeaux ,France,Sweden,2,4,false
fc5655ee-a1ce-8468-45ab-a49c2e2b0e9d,1986,1986-06-18 09:00:00.000 -0300,Round of 16,2,Estadio Azteca,Mexico City ,Mexico,Paraguay,0,3,false
f809a095-043d-846a-fb35-c938fb04b45f,1966,1966-07-16 11:00:00.000 -0400,Group 4,1,Roker Park Ground,Sunderland ,England,Soviet Union,1,0,true
f6bb480e-76ef-4ce3-8fb9-e6285a7ab023,1994,1994-06-25 13:00:00.000 -0300,Group D,1,Foxboro Stadium,Boston ,USA,Nigeria,1,2,false
fde516ab-ac7c-7ba2-e7db-0d2946e45cd0,1978,1978-06-11 13:45:00.000 -0300,Group 4,1,Estadio Olï¿½mpico Chateau Carreras,Cordoba ,Argentina,Peru,4,1,true
d3c1aa3f-759c-2334-1821-1749566429cc,1994,1994-06-23 16:30:00.000 -0300,Group C,1,Foxboro Stadium,Boston ,USA,Korea Republic,0,0,false
"74257114-1d6f-1196-7bb4-b4c3597c8bf8",1966,1966-07-15 15:30:00.000 -0400,Group 4,1,Ayresome Park,Middlesbrough ,England,Chile,1,1,false
"16db7c66-a1b8-0e49-ad28-889b84c5cbf5",1978,1978-06-21 13:45:00.000 -0300,Group B,1,San Martin,Mendoza ,Argentina,Brazil,3,1,true
d535a0f5-fd12-fee5-d07f-5a6007c7273b,1998,1998-07-11 18:00:00.000 -0300,Match for third place,1,Parc des Princes,Paris ,France,Netherlands,1,2,false
"7af2a314-1294-1fb3-aa6f-8df3f9160489",2006,2006-06-18 18:00:00.000 -0300,Group G,1,Zentralstadion,Leipzig ,Germany,France,1,1,false
"18641dad-541c-a476-fe66-dbf5b217369f",1950,1950-07-02 12:00:00.000 -0300,Group 4,1,Independencia,Belo Horizonte ,Brazil,Uruguay,8,0,true
c56cbc52-d62b-c1a4-73dd-e11f1d6865b1,1994,1994-06-25 09:30:00.000 -0300,Group F,1,Giants Stadium,New York/New Jersey ,USA,Saudi Arabia,2,1,true
ce0219e3-4329-2e80-e795-c3f5b6158ce4,1966,1966-07-13 15:30:00.000 -0400,Group 2,1,Villa Park,Birmingham ,England,Spain,1,2,false
"0ad6c57b-fd25-ceb4-c30c-11d5633bf4d9",1938,1938-06-16 14:00:00.000 -0400,Semi-finals,4,Stade Vï¿½lodrome,Marseilles ,France,Brazil,1,2,false
fc2bfd0f-b444-4d9a-683e-3092ef45bf77,1970,1970-05-31 09:00:00.000 -0300,Group 1,1,Estadio Azteca,Mexico City ,Mexico,Soviet Union,0,0,false
"4d002702-f1c4-3bdf-db89-92e75398034d",1954,1954-06-19 14:10:00.000 -0300,Group 1,1,Charmilles,Geneva ,Switzerland,France,3,2,true
"5c097963-dbad-8ecb-77ae-eaa59f2f1b2d",1990,1990-06-20 18:00:00.000 -0300,Group C,1,Luigi Ferraris,Genoa ,Italy,Sweden,1,2,false
f1625ad2-5ea9-1343-8af6-36b7951a7aef,1958,1958-06-15 16:00:00.000 -0300,Group 4,1,Nya Ullevi,Gothenburg ,Sweden,Soviet Union,0,2,false
"1b0be02d-deaf-2a99-344f-35abab1028a0",1966,1966-07-11 15:30:00.000 -0400,Group 1,1,Wembley Stadium,London ,England,England,0,0,false
"22cc4126-4756-a33a-5d87-c44ea4efa140",1938,1938-06-05 13:00:00.000 -0400,First round,1,Stade Municipal,Toulouse ,France,Cuba,3,3,false
fed0ee00-1aea-c9cb-747b-e403e898b79e,1986,1986-06-04 13:00:00.000 -0300,Group E,1,Neza,Nezahualcoyotl ,Mexico,Scotland,0,1,false
f69f565f-8277-77de-7010-86d0052c0703,2002,2002-06-17 12:30:00.000 -0300,Round of 16,2,Jeonju World Cup Stadium,Jeonju ,Korea/Japan,USA,2,0,true
"367e5327-dd4c-5812-8358-02c323833039",2006,2006-06-22 18:00:00.000 -0300,Group F,1,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,Croatia,2,2,false
f756a8df-08d8-7f06-cf3c-47abe2643a52,2010,2010-07-06 17:30:00.000 -0300,Semi-finals,4,Cape Town Stadium,Cape Town ,South Africa,Uruguay,2,3,false
"44df3c5b-d91b-a6bc-a73d-741a28d1e9a8",1982,1982-06-22 18:00:00.000 -0300,Group 6,1,La Rosaleda,Malaga ,Spain,Scotland,2,2,false
"0ad6c57b-fd25-ceb4-c30c-11d5633bf4d9",1938,1938-06-16 14:00:00.000 -0400,Semi-finals,4,Stade Vï¿½lodrome,Marseilles ,France,Italy,2,1,true
ac723bcc-f670-05ee-4131-1611e324aede,1994,1994-07-03 09:00:00.000 -0300,Round of 16,2,Cotton Bowl,Dallas ,USA,Sweden,3,1,true
"5f30c30a-1e0d-c310-24ff-58c007f6690a",2006,2006-07-09 17:00:00.000 -0300,Final,5,Olympiastadion,Berlin ,Germany,Italy,1,1,true
"707763b0-9567-00dd-3a3e-5b9842bca4b2",2014,2014-06-23 10:00:00.000 -0300,Group B,1,Arena de Sao Paulo,Sao Paulo ,Brazil,Netherlands,2,0,true
"664aa392-7ea4-6e4d-97eb-216c51b6dd9b",2014,2014-06-14 15:00:00.000 -0300,Group D,1,Arena Amazonia,Manaus ,Brazil,Italy,2,1,true
a9d00013-4923-f11b-dbce-c8e06f0488f0,1962,1962-06-07 12:00:00.000 -0300,Group 3,1,Estadio Sausalito,Vina Del Mar ,Chile,Mexico,3,1,true
eebe3504-1650-400b-de78-3a1662f80fbe,2006,2006-06-11 12:00:00.000 -0300,Group C,1,Zentralstadion,Leipzig ,Germany,Netherlands,1,0,true
"362791f6-d05f-f00f-1b16-05ee224c8067",1966,1966-07-30 11:00:00.000 -0400,Final,5,Wembley Stadium,London ,England,England,4,2,true
"03b558cd-81f1-9df9-ddca-a93ca574ca62",2002,2002-06-10 15:00:00.000 -0300,Group H,1,Oita Stadium Big Eye,Oita ,Korea/Japan,Belgium,1,1,false
"64f1dd73-0f6d-bde4-79d5-fb40967d5618",1994,1994-06-28 09:30:00.000 -0300,Group E,1,Giants Stadium,New York/New Jersey ,USA,Republic of Ireland,0,0,false
"2d13bb2b-98d9-36d4-6b83-b17f805cccd7",1962,1962-05-30 12:00:00.000 -0300,Group 1,1,Carlos Dittborn,Arica ,Chile,Colombia,1,2,false
"10bfccad-ab3e-acd4-7f69-b4d30cfe04fb",1998,1998-07-07 18:00:00.000 -0300,Semi-finals,4,Stade Vï¿½lodrome,Marseilles ,France,Netherlands,1,1,false
"994187be-5129-da2a-922e-7c2a394a149d",1986,1986-06-12 09:00:00.000 -0300,Group D,1,Jalisco,Guadalajara ,Mexico,Northern Ireland,0,3,false
"910099a9-12c6-5e59-12de-02006c29e87c",1978,1978-06-18 16:15:00.000 -0300,Group B,1,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario ,Argentina,Argentina,0,0,false
c4e41e46-07ad-6a64-a406-19efc5f73b48,2002,2002-06-08 17:30:00.000 -0300,Group C,1,Jeju World Cup Stadium,Jeju ,Korea/Japan,Brazil,4,0,true
"9a3ae4c4-28aa-ab5b-9290-7a2deb94a19b",1998,1998-06-12 14:30:00.000 -0300,Group C,1,Stade Felix Bollaert,Lens ,France,Saudi Arabia,0,1,false
"24a3bbfd-3a07-322f-e081-1285ab26b623",1998,1998-06-17 18:00:00.000 -0300,Group B,1,La Mosson,Montpellier ,France,Italy,3,0,true
"108b8300-05a8-ea0b-01dc-698de1d8949b",1986,1986-06-06 13:00:00.000 -0300,Group F,1,Tecnologico,Monterrey ,Mexico,Morocco,0,0,false
fc055362-10c9-b704-fcb3-aec90116f45e,1998,1998-06-19 14:30:00.000 -0300,Group D,1,Parc des Princes,Paris ,France,Bulgaria,0,1,false
"361e7f93-9145-9651-c7d0-e12624f624ef",1990,1990-06-26 14:00:00.000 -0300,Round of 16,2,Marc Antonio Bentegodi,Verona ,Italy,Yugoslavia,2,1,true
dc14ecb3-bd3b-4307-ff4e-fb2e031cf61c,2014,2014-06-22 10:00:00.000 -0300,Group H,1,Estadio do Maracana,Rio De Janeiro ,Brazil,Russia,0,1,false
a3f9bb9b-8635-7236-a0b3-a082e48be5f7,1958,1958-06-08 11:00:00.000 -0300,Group 3,1,Rasunda Stadium,Solna ,Sweden,Mexico,0,3,false
"0f69d1de-bbf5-7e6d-a6a3-643e68c7144c",2006,2006-06-21 13:00:00.000 -0300,Group D,1,Zentralstadion,Leipzig ,Germany,Angola,1,1,false
f13df37b-ff34-f76a-00d0-714aa237642a,2010,2010-06-28 17:30:00.000 -0300,Round of 16,2,Ellis Park Stadium,Johannesburg ,South Africa,Chile,0,3,false
a0dffa39-b1f4-df66-5c86-f9a4c3c7b4e9,1990,1990-06-15 18:00:00.000 -0300,Group D,1,Giuseppe Meazza,Milan ,Italy,United Arab Emirates,1,5,false
"49707820-08b6-1573-519f-d3966bd5d9b6",1998,1998-06-26 18:00:00.000 -0300,Group G,1,Stade de France,Saint-Denis ,France,Tunisia,1,1,false
"37ee2967-7b3c-9cfa-fe88-eb31a3be3a47",1986,1986-06-03 09:00:00.000 -0300,Group B,1,Estadio Azteca,Mexico City ,Mexico,Mexico,2,1,true
"475059af-1054-8412-86d3-eacf4dd56905",1954,1954-06-17 15:00:00.000 -0300,Group 2,1,Hardturm,Zurich ,Switzerland,Hungary,9,0,true
"298c52e8-7837-a8ed-5f64-6dafac4919ea",1990,1990-06-23 18:00:00.000 -0300,Round of 16,2,Stadio San Nicola,Bari ,Italy,Czechoslovakia,4,1,true
f8a8a7d7-a35a-7be5-7521-26f5c073e99d,1998,1998-06-10 18:00:00.000 -0300,Group A,1,La Mosson,Montpellier ,France,Norway,2,2,false
"32c0b7a2-7544-6384-4701-312c5968ae56",1994,1994-07-09 09:00:00.000 -0300,Quarter-finals,3,Foxboro Stadium,Boston ,USA,Spain,1,2,false
fdfbbbf5-9513-28cc-b9dd-46b4251c936a,1998,1998-06-16 14:30:00.000 -0300,Group A,1,Stade du Parc Lescure,Bordeaux ,France,Scotland,1,1,false
"5a590a12-db20-e6be-9ebd-43a4b23e08f7",1978,1978-06-21 10:45:00.000 -0300,Group A,1,Estadio Olï¿½mpico Chateau Carreras,Cordoba ,Argentina,Austria,3,2,true
"7a7db07b-d491-f39a-136a-bc7656589bbd",1970,1970-06-10 13:00:00.000 -0300,Group 1,1,Estadio Azteca,Mexico City ,Mexico,El Salvador,0,2,false
d5d624ab-deb9-59ae-71a9-f3e8ab31084f,1962,1962-06-02 12:00:00.000 -0300,Group 3,1,Estadio Sausalito,Vina Del Mar ,Chile,Czechoslovakia,0,0,false
"90e6353f-9d2e-6305-9333-f46b2d63573d",1970,1970-06-11 13:00:00.000 -0300,Group 4,1,Nou Camp - Estadio Leï¿½n,Leon ,Mexico,Bulgaria,1,1,false
"8a8af7fe-1b69-02ba-930e-edb84c8158e2",1998,1998-07-04 18:00:00.000 -0300,Quarter-finals,3,Stade de Gerland,Lyon ,France,Croatia,3,0,true
ac3deca4-3c7d-8ec8-905b-22b275abdd81,1962,1962-05-31 12:00:00.000 -0300,Group 3,1,Estadio Sausalito,Vina Del Mar ,Chile,Czechoslovakia,1,0,true
a46e40be-13a6-457e-76da-57a119a9b244,1994,1994-06-19 09:30:00.000 -0300,Group F,1,Citrus Bowl,Orlando ,USA,Belgium,1,0,true
e79f368c-4e6b-8de4-d161-49b8ca031119,2010,2010-06-21 10:30:00.000 -0300,Group G,1,Cape Town Stadium,Cape Town ,South Africa,Korea DPR,0,7,false
e26b09d0-e0ee-09eb-3c5e-9c170d18c156,2006,2006-06-24 18:00:00.000 -0300,Round of 16,2,Zentralstadion,Leipzig ,Germany,Mexico,1,2,false
"64346027-5e0e-5e7d-fd2c-014f4722c26d",1990,1990-06-17 14:00:00.000 -0300,Group F,1,Della Favorita,Palermo ,Italy,Egypt,0,0,false
"0f4ddb91-bda9-4e2c-122d-ab901e0acfc9",1954,1954-06-16 15:00:00.000 -0300,Group 1,1,Charmilles,Geneva ,Switzerland,Mexico,0,5,false
ad7cdcc4-286a-a083-6035-42d453a4073b,2006,2006-06-13 12:00:00.000 -0300,Group G,1,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Germany,Togo,1,2,false
"1dc5074b-21e2-a52d-bd4e-1a8befb4db0b",1990,1990-06-24 18:00:00.000 -0300,Round of 16,2,Giuseppe Meazza,Milan ,Italy,Netherlands,1,2,false
"00cc3a05-431d-f77e-a9ec-1dc8923091f9",1994,1994-06-21 09:30:00.000 -0300,Group D,1,Foxboro Stadium,Boston ,USA,Greece,0,4,false
"32e99ed1-cd0e-a35e-48a4-dc68dc41cbc2",2010,2010-06-22 13:00:00.000 -0300,Group A,1,Royal Bafokeng Sports Palace,Phokeng ,South Africa,Mexico,0,1,false
"33151fbd-47c5-545e-5409-e3101525f66a",1978,1978-06-02 13:45:00.000 -0300,Group 2,1,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario ,Argentina,Mexico,1,3,false
dcb62fea-013c-9fc8-819f-5fdb09e08fa3,1962,1962-06-03 12:00:00.000 -0300,Group 3,1,Estadio Sausalito,Vina Del Mar ,Chile,Spain,1,0,true
f777c79a-747f-e961-9478-d05d880501aa,1998,1998-06-29 13:30:00.000 -0300,Round of 16,2,La Mosson,Montpellier ,France,Mexico,1,2,false
ec7b52ef-104d-4c0f-9048-c6f8b0c3559d,1974,1974-06-19 16:30:00.000 -0300,Group 3,1,Niedersachsenstadion,Hanover ,Germany,Bulgaria,1,1,false
"3e71b371-e5f3-70e7-0bbc-e33ada7457a3",1998,1998-06-25 18:00:00.000 -0300,Group F,1,La Beaujoire,Nantes ,France,USA,0,1,false
"0342b475-0f79-0fbc-08c7-4b51b60262bb",1994,1994-06-27 13:00:00.000 -0300,Group C,1,Soldier Field,Chicago ,USA,Bolivia,1,3,false
"01aa1d3f-341f-ee47-011f-a9a959f61d0a",1986,1986-06-02 09:00:00.000 -0300,Group A,1,Estadio Olï¿½mpico Universitario,Mexico City ,Mexico,Korea Republic,1,3,false
"8493e2b2-f501-d3b4-7cb9-b4b712672601",1994,1994-07-03 10:30:00.000 -0300,Round of 16,2,Rose Bowl,Los Angeles ,USA,Argentina,2,3,false
a471dfae-62a0-4211-a0ee-98542e499a61,1994,1994-06-29 09:30:00.000 -0300,Group F,1,RFK Stadium,Washington Dc ,USA,Belgium,0,1,false
"72db8f19-9cc9-ea53-0ca1-0f8770712463",1998,1998-06-24 18:00:00.000 -0300,Group D,1,Stade Municipal,Toulouse ,France,Paraguay,3,1,true
e5d2d22b-97ff-7bae-23cb-780ee81f8475,1950,1950-07-02 12:00:00.000 -0300,Group 3,1,Pacaembu,Sao Paulo ,Brazil,Italy,2,0,true
a0db3321-31f3-0c6f-7196-94c49e2f9099,1990,1990-06-17 18:00:00.000 -0300,Group E,1,Dacia Arena,Udine ,Italy,Korea Republic,1,3,false
"49512c3b-fd6f-b2a4-5ca8-e19026122c69",1966,1966-07-13 15:30:00.000 -0400,Group 1,1,Wembley Stadium,London ,England,Mexico,1,1,false
"9660176a-345e-c430-d12b-953492de8efd",1982,1982-07-01 18:00:00.000 -0300,Group 1,1,Camp Nou,Barcelona ,Spain,Belgium,0,1,false
"80bef79b-442a-8fe0-1b81-321fc2132c7c",1966,1966-07-23 11:00:00.000 -0400,Quarter-finals,3,Goodison Park,Liverpool ,England,Portugal,5,3,true
"56185668-d3a8-e05a-0144-62cc4ec5ff02",1970,1970-06-11 13:00:00.000 -0300,Group 1,1,Estadio Azteca,Mexico City ,Mexico,Mexico,1,0,true
"61da5241-e544-6036-8e12-9d3d69597867",1954,1954-06-17 14:50:00.000 -0300,Group 4,1,La Pontaise,Lausanne ,Switzerland,Italy,1,2,false
"7feea541-8315-12f6-14e3-f1f4aac77165",1958,1958-06-11 16:00:00.000 -0300,Group 2,1,Arosvallen,Vasteras ,Sweden,Yugoslavia,3,2,true
e9a9d0b6-4a24-1221-d16f-b5e68055f3cb,1982,1982-07-10 17:00:00.000 -0300,Match for third place,1,Jose Rico Perez,Alicante ,Spain,Poland,3,2,true
"2d87f28e-06a3-77b2-fa0c-46fa567ea4db",1974,1974-06-18 16:30:00.000 -0300,Group 2,1,Waldstadion,Frankfurt/Main ,Germany,Brazil,0,0,false
fcddee03-7ad7-d76b-9882-c1be3338e444,1970,1970-06-03 13:00:00.000 -0300,Group 2,1,Luis Dosal,Toluca ,Mexico,Italy,1,0,true
"88a8f443-b8f5-53f3-f413-7191f0950f72",1994,1994-06-23 13:00:00.000 -0300,Group E,1,Giants Stadium,New York/New Jersey ,USA,Italy,1,0,true
cd178477-791c-c159-5328-6d88425b4024,1990,1990-06-24 14:00:00.000 -0300,Round of 16,2,Stadio delle Alpi,Turin ,Italy,Argentina,1,0,true
"88ed04db-d234-a6f9-8baf-4b4c68f86a4f",1950,1950-06-29 12:00:00.000 -0300,Group 2,1,Independencia,Belo Horizonte ,Brazil,USA,1,0,true
a588b064-a213-c09b-f068-b4f0df3ff4a5,1982,1982-06-14 18:00:00.000 -0300,Group 6,1,Ramon Sanchez Pizjuan,Seville ,Spain,Soviet Union,1,2,false
bf573569-81eb-7c80-d171-fd29ca0e1025,1962,1962-06-02 12:00:00.000 -0300,Group 4,1,Estadio El Teniente-Codelco,Rancagua ,Chile,Argentina,1,3,false
b470b706-8c05-c3a5-3449-052250631525,1994,1994-06-22 13:00:00.000 -0300,Group A,1,Pontiac Silverdome,Detroit ,USA,Switzerland,4,1,true
f3d4e40f-72ec-81b8-418b-85de68597ae6,2002,2002-06-14 12:30:00.000 -0300,Group H,1,Osaka Nagai Stadium,Osaka ,Korea/Japan,Tunisia,0,2,false
"3cf3282d-7a63-6114-d3e7-ae494ca0560d",1998,1998-06-23 18:00:00.000 -0300,Group A,1,Stade Vï¿½lodrome,Marseilles ,France,Brazil,1,2,false
"21c5637b-7fcb-ea9d-15d3-6286b408c5a9",1998,1998-06-29 18:00:00.000 -0300,Round of 16,2,Stade Municipal,Toulouse ,France,Yugoslavia,1,2,false
"373e6c51-396f-2d1d-a0a4-bcafb5561bf8",1954,1954-06-16 15:00:00.000 -0300,Group 3,1,Hardturm,Zurich ,Switzerland,Scotland,0,1,false
cfae2e66-8b24-b6f2-ec8a-939987307d94,1982,1982-06-22 18:00:00.000 -0300,Group 3,1,Nuevo Estadio,Elche ,Spain,Hungary,1,1,false
"90a77e9e-4055-daf0-519a-a1da6f8bfb7e",1998,1998-06-26 13:00:00.000 -0300,Group H,1,Stade de Gerland,Lyon ,France,Jamaica,2,1,true
bfd19362-99ca-0491-8f9a-c1ce49cf5b89,2014,2014-06-13 10:00:00.000 -0300,Group A,1,Estadio das Dunas,Natal ,Brazil,Cameroon,0,1,false
c87a0f89-d6f1-1fb9-774d-1673924df335,1934,1934-05-27 12:30:00.000 -0400,Preliminary round,1,Giovanni Berta,Florence ,Italy,Germany,5,2,true
"5a590a12-db20-e6be-9ebd-43a4b23e08f7",1978,1978-06-21 10:45:00.000 -0300,Group A,1,Estadio Olï¿½mpico Chateau Carreras,Cordoba ,Argentina,Germany FR,2,3,false
"361e7f93-9145-9651-c7d0-e12624f624ef",1990,1990-06-26 14:00:00.000 -0300,Round of 16,2,Marc Antonio Bentegodi,Verona ,Italy,Spain,1,2,false
dc4338e3-bb82-41d5-042b-a54cacdb32f8,1966,1966-07-15 15:30:00.000 -0400,Group 1,1,White City,London ,England,France,1,2,false
"20636e44-95ca-17b4-53f2-3a1db2d7ced5",1990,1990-06-26 18:00:00.000 -0300,Round of 16,2,Renato Dall Ara,Bologna ,Italy,Belgium,0,1,false
fed0ee00-1aea-c9cb-747b-e403e898b79e,1986,1986-06-04 13:00:00.000 -0300,Group E,1,Neza,Nezahualcoyotl ,Mexico,Denmark,1,0,true
a161080f-251d-d550-dde5-25f4e7fef178,2010,2010-07-10 17:30:00.000 -0300,Match for third place,1,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,Germany,3,2,true
"3ebb385e-807f-de76-67ea-c8055f03942b",1994,1994-07-02 13:30:00.000 -0300,Round of 16,2,RFK Stadium,Washington Dc ,USA,Switzerland,0,3,false
b12537fc-4e7a-9747-9e14-028729bd8190,1994,1994-06-26 13:00:00.000 -0300,Group A,1,Stanford Stadium,San Francisco ,USA,Switzerland,0,2,false
"3bccfb16-620b-797b-f6cd-2e4c3a6c6018",2014,2014-06-20 10:00:00.000 -0300,Group D,1,Arena Pernambuco,Recife ,Brazil,Italy,0,1,false
"487631e3-5eaf-a157-6f07-60693b9bef9f",2010,2010-06-22 13:00:00.000 -0300,Group A,1,Free State Stadium,Mangaung/Bloemfontein ,South Africa,South Africa,2,1,true
c8d13a08-5927-07c3-e544-92f4c486e88c,2014,2014-06-14 10:00:00.000 -0300,Group C,1,Estadio Mineirao,Belo Horizonte ,Brazil,Greece,0,3,false
"17acee0c-1557-2864-c64f-7e3e9dabbf52",1938,1938-06-19 13:00:00.000 -0400,Final,5,Stade Olympique,Colombes ,France,Italy,4,2,true
e2ecf1c1-9973-13e1-52cf-7c706e46bd06,2010,2010-06-19 10:30:00.000 -0300,Group E,1,Durban Stadium,Durban ,South Africa,Japan,0,1,false
b619cd73-8fe1-d447-0b6e-f0fa8b0cb01d,1962,1962-05-31 12:00:00.000 -0300,Group 4,1,Estadio El Teniente-Codelco,Rancagua ,Chile,Hungary,2,1,true
dc8b1539-675b-760f-bd9c-35f69e0fc1b2,1998,1998-06-14 14:30:00.000 -0300,Group F,1,Stade Geoffroy Guichard,Saint-Etienne ,France,Yugoslavia,1,0,true
b48463fe-f23b-3a80-3c0a-6760d46d542d,1974,1974-06-22 13:00:00.000 -0300,Group 1,1,Olympiastadion,Berlin West ,Germany,Australia,0,0,false
a588b064-a213-c09b-f068-b4f0df3ff4a5,1982,1982-06-14 18:00:00.000 -0300,Group 6,1,Ramon Sanchez Pizjuan,Seville ,Spain,Brazil,2,1,true
"2797a779-b861-4b94-236b-6281340c2a28",2002,2002-06-09 12:30:00.000 -0300,Group G,1,Miyagi Stadium,Rifu ,Korea/Japan,Mexico,2,1,true
d6317ed2-0a0e-a95c-ebb0-9c968a5d7bd9,1990,1990-06-15 14:00:00.000 -0300,Group A,1,Comunale,Florence ,Italy,Czechoslovakia,1,0,true
ad156fb2-b813-7699-bd4e-704f0328ea87,1982,1982-07-05 14:15:00.000 -0300,Group 3,1,Sarria,Barcelona ,Spain,Italy,3,2,true
"1406d897-a584-5cb4-55f8-ddfcc84d62e6",1998,1998-06-22 14:30:00.000 -0300,Group G,1,La Mosson,Montpellier ,France,Tunisia,0,1,false
