"uuid","event_year","event_datetime","round","round_number","stadium","city","country","participant_team","goals_scored","goals_received","is_winner"
"5c416e46-bfb6-7f24-7dd6-8c2b4398c711",2002,2002-06-21 12:30:00.000 -0300,Quarter-finals,3,Shizuoka Stadium Ecopa,Shizuoka ,Korea/Japan,Brazil,2,1,true
"1d913614-a8ae-e68f-6ead-53145f56a1c5",1958,1958-06-08 16:00:00.000 -0300,Group 4,1,Nya Ullevi,Gothenburg ,Sweden,Soviet Union,2,2,false
"645bd7d6-7bab-b6a7-db96-96c52c30c545",1950,1950-07-13 12:00:00.000 -0300,Group 6,1,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Rio De Janeiro ,Brazil,Brazil,6,1,true
e4574cdf-0cd6-79e6-bc1b-d78e7e46d031,1950,1950-07-01 12:00:00.000 -0300,Group 1,1,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Rio De Janeiro ,Brazil,Yugoslavia,0,2,false
dcb62fea-013c-9fc8-819f-5fdb09e08fa3,1962,1962-06-03 12:00:00.000 -0300,Group 3,1,Estadio Sausalito,Vina Del Mar ,Chile,Mexico,0,1,false
edc7c21b-c7db-3114-49d6-c59b2221ad7d,1966,1966-07-16 15:30:00.000 -0400,Group 1,1,Wembley Stadium,London ,England,England,2,0,true
a2ac8d88-e917-f9b7-666f-a38e652144b3,2002,2002-06-02 17:30:00.000 -0300,Group B,1,Gwangju World Cup Stadium,Gwangju ,Korea/Japan,Spain,3,1,true
fe8c7a06-621a-e003-2555-0fc5f07fee12,1994,1994-06-19 16:30:00.000 -0300,Group B,1,Rose Bowl,Los Angeles ,USA,Cameroon,2,2,false
e79f368c-4e6b-8de4-d161-49b8ca031119,2010,2010-06-21 10:30:00.000 -0300,Group G,1,Cape Town Stadium,Cape Town ,South Africa,Portugal,7,0,true
b774be9f-efad-6e2d-74ba-ba97a0288cc5,2010,2010-06-23 17:30:00.000 -0300,Group D,1,Mbombela Stadium,Nelspruit ,South Africa,Australia,2,1,true
"37c39874-a068-d55d-7755-d820ac717f6a",2006,2006-06-19 12:00:00.000 -0300,Group G,1,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,Switzerland,2,0,true
"8fe2da14-0b20-6a24-3430-7a3de403fcf6",1966,1966-07-19 15:30:00.000 -0400,Group 2,1,Hillsborough,Sheffield ,England,Argentina,2,0,true
a92b0f4d-7acf-c200-9d1b-753d7149cceb,2002,2002-06-05 17:30:00.000 -0300,Group E,1,Kashima Stadium,Ibaraki ,Korea/Japan,Republic of Ireland,1,1,false
"4086e42a-55ad-502a-02f6-c12adfc05f4c",1990,1990-06-30 18:00:00.000 -0300,Quarter-finals,3,Stadio Olimpico,Rome ,Italy,Republic of Ireland,0,1,false
"0237831e-924b-2ec1-7e65-9a8a4d1523da",1994,1994-06-30 16:30:00.000 -0300,Group D,1,Foxboro Stadium,Boston ,USA,Greece,0,2,false
"9154965c-2bee-e8e8-d011-d1c3b8af80d7",1962,1962-05-30 12:00:00.000 -0300,Group 4,1,Estadio El Teniente-Codelco,Rancagua ,Chile,Bulgaria,0,1,false
b59288fe-6a71-ab70-546f-bea13332d657,1954,1954-06-16 15:00:00.000 -0300,Group 3,1,Wankdorf Stadium,Berne ,Switzerland,Czechoslovakia,0,2,false
"03b558cd-81f1-9df9-ddca-a93ca574ca62",2002,2002-06-10 15:00:00.000 -0300,Group H,1,Oita Stadium Big Eye,Oita ,Korea/Japan,Tunisia,1,1,false
a03c15dd-9b3e-225a-fbd5-6d86556de52d,2002,2002-06-01 17:30:00.000 -0300,Group E,1,Sapporo Dome,Sapporo ,Korea/Japan,Saudi Arabia,0,8,false
"357bdbaf-f7c2-237c-d46f-429e5ddb9b41",1998,1998-06-20 18:00:00.000 -0300,Group E,1,Stade Vï¿½lodrome,Marseilles ,France,Netherlands,5,0,true
"108b8300-05a8-ea0b-01dc-698de1d8949b",1986,1986-06-06 13:00:00.000 -0300,Group F,1,Tecnologico,Monterrey ,Mexico,England,0,0,false
"1d9e2c1a-e84a-ea0b-cbab-e9245db9acaf",1958,1958-06-17 16:00:00.000 -0300,Group 1,1,Malmo Stadion,Malmï¿½ ,Sweden,Czechoslovakia,1,2,false
"963c4b81-0838-5a3a-0e47-0d9a7cbeecae",2002,2002-06-05 12:30:00.000 -0300,Group H,1,Kobe Wing Stadium,Kobe ,Korea/Japan,Russia,2,0,true
"6d994f36-e8f1-9ff2-a18f-66ad84e4012e",2006,2006-06-30 18:00:00.000 -0300,Quarter-finals,3,"FIFA World Cup Stadium, Hamburg",Hamburg ,Germany,Ukraine,0,3,false
dbcd089b-1605-72d0-b8e8-d87afff989aa,1986,1986-06-06 09:00:00.000 -0300,Group D,1,Jalisco,Guadalajara ,Mexico,Algeria,0,1,false
"516d8273-fbff-3c14-3e5f-86719f1b6d29",1954,1954-06-23 15:00:00.000 -0300,Group 4,1,St. Jakob,Basel ,Switzerland,Italy,1,4,false
"8d9c4445-5503-e56b-2b02-54fae1a73411",1962,1962-06-07 12:00:00.000 -0300,Group 2,1,Nacional,Santiago De Chile ,Chile,Italy,3,0,true
"3639820e-7911-becd-45ae-2f490c670b28",1934,1934-06-10 13:30:00.000 -0400,Final,5,Nazionale PNF,Rome ,Italy,Italy,2,1,true
b12537fc-4e7a-9747-9e14-028729bd8190,1994,1994-06-26 13:00:00.000 -0300,Group A,1,Stanford Stadium,San Francisco ,USA,Colombia,2,0,true
"5f30c30a-1e0d-c310-24ff-58c007f6690a",2006,2006-07-09 17:00:00.000 -0300,Final,5,Olympiastadion,Berlin ,Germany,France,1,1,false
c9384824-66a5-defc-e872-9feff5e4604e,1938,1938-06-04 13:00:00.000 -0400,First round,1,Parc des Princes,Paris ,France,Switzerland,1,1,false
f1c36ac2-6a20-b76a-8a2b-1ccb2d39262b,1978,1978-06-14 16:15:00.000 -0300,Group B,1,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario ,Argentina,Poland,0,2,false
"8e1e802f-0a5c-890e-bfa2-8542975bb491",1994,1994-07-10 09:00:00.000 -0300,Quarter-finals,3,Giants Stadium,New York/New Jersey ,USA,Bulgaria,2,1,true
"994187be-5129-da2a-922e-7c2a394a149d",1986,1986-06-12 09:00:00.000 -0300,Group D,1,Jalisco,Guadalajara ,Mexico,Brazil,3,0,true
"7e4dbeee-8500-e4da-63a1-adb64391d2fb",1990,1990-06-09 18:00:00.000 -0300,Group A,1,Stadio Olimpico,Rome ,Italy,Austria,0,1,false
"06a35d64-c7c7-fa4f-7ab4-21a6a55de12f",1930,1930-07-19 11:00:00.000 -0400,Group 1,1,Estadio Centenario,Montevideo ,Uruguay,Mexico,3,6,false
"33151fbd-47c5-545e-5409-e3101525f66a",1978,1978-06-02 13:45:00.000 -0300,Group 2,1,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario ,Argentina,Tunisia,3,1,true
"1b548162-6e8e-fa95-98f7-8b330d05af5d",1958,1958-06-19 16:00:00.000 -0300,Quarter-finals,3,Idrottsparken,Norrkï¿½Ping ,Sweden,France,4,0,true
"84309cfc-74c2-4989-64fb-8165f64139f1",2014,2014-07-08 14:00:00.000 -0300,Semi-finals,4,Estadio Mineirao,Belo Horizonte ,Brazil,Germany,7,1,true
"3cf3282d-7a63-6114-d3e7-ae494ca0560d",1998,1998-06-23 18:00:00.000 -0300,Group A,1,Stade Vï¿½lodrome,Marseilles ,France,Norway,2,1,true
e5d67564-1fc3-b196-a04c-65abe8caf9de,1970,1970-06-03 13:00:00.000 -0300,Group 3,1,Jalisco,Guadalajara ,Mexico,Brazil,4,1,true
"4ef299e4-568d-24d2-69b7-57f1f6910672",1958,1958-06-19 16:00:00.000 -0300,Quarter-finals,3,Malmo Stadion,Malmï¿½ ,Sweden,Germany FR,1,0,true
"4b50bacb-9533-ddbe-21b0-6cfe0f3fcf65",1958,1958-06-08 16:00:00.000 -0300,Group 4,1,Rimnersvallen,Udevalla ,Sweden,Brazil,3,0,true
"302cf9a8-b2f0-3547-484f-8a1cf13ef7ce",1978,1978-06-07 13:45:00.000 -0300,Group 4,1,San Martin,Mendoza ,Argentina,Peru,0,0,false
fff603d6-a605-2490-df7f-7d73158855cc,1970,1970-06-02 13:00:00.000 -0300,Group 2,1,Cuauhtemoc,Puebla ,Mexico,Uruguay,2,0,true
ef343fa7-141e-ae46-97b3-5cc07d643fda,1950,1950-06-29 12:00:00.000 -0300,Group 2,1,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Rio De Janeiro ,Brazil,Spain,2,0,true
"526b2a02-72e1-7913-5527-f504b24ab4a0",1982,1982-06-20 18:00:00.000 -0300,Group 5,1,Luis Casanova,Valencia ,Spain,Spain,2,1,true
"4f9edceb-6e47-bf37-9b5d-78a721704059",1990,1990-06-30 14:00:00.000 -0300,Quarter-finals,3,Comunale,Florence ,Italy,Yugoslavia,0,0,false
"6ed2a715-824a-e917-4260-d342092d4a98",1950,1950-07-09 12:00:00.000 -0300,Group 6,1,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Rio De Janeiro ,Brazil,Brazil,7,1,true
bb33eeec-a97a-ab94-747b-4fc55a8ce52f,1950,1950-06-25 12:00:00.000 -0300,Group 3,1,Pacaembu,Sao Paulo ,Brazil,Sweden,3,2,true
"89061291-8064-ed4c-7659-838bb0ee3aa2",2014,2014-06-28 10:00:00.000 -0300,Round of 16,2,Estadio Mineirao,Belo Horizonte ,Brazil,Brazil,1,1,true
"0a51b41f-f5a9-bb24-9225-3e32dd1c9d5c",1978,1978-06-06 10:45:00.000 -0300,Group 1,1,Estadio Josï¿½ Marï¿½a Minella,Mar Del Plata ,Argentina,Italy,3,1,true
b4b4eed6-8b94-56cc-3be6-a74768250373,2010,2010-06-24 13:00:00.000 -0300,Group F,1,Ellis Park Stadium,Johannesburg ,South Africa,Italy,2,3,false
"405e68f4-3a72-a644-8f45-73d12483dea1",1986,1986-06-21 13:00:00.000 -0300,Quarter-finals,3,Estadio Universitario,Monterrey ,Mexico,Germany FR,0,0,true
"17052353-af2a-074f-f35c-b54835baaed3",1970,1970-06-07 09:00:00.000 -0300,Group 4,1,Nou Camp - Estadio Leï¿½n,Leon ,Mexico,Germany FR,5,2,true
"6913b93b-6d6b-d4ba-2ca8-e258276a51ce",1974,1974-06-23 13:00:00.000 -0300,Group 4,1,Neckarstadion,Stuttgart ,Germany,Italy,1,2,false
f14f99a8-8172-6e89-6f1b-827c0653fbc8,2002,2002-06-04 17:30:00.000 -0300,Group D,1,Busan Asiad Main Stadium,Busan ,Korea/Japan,Korea Republic,2,0,true
"6ab237dd-88b0-a31d-c1dc-e451414cd5b1",1990,1990-06-16 14:00:00.000 -0300,Group C,1,Stadio delle Alpi,Turin ,Italy,Costa Rica,0,1,false
"54c31aa5-e269-d35f-e54e-3259290230be",1990,1990-06-23 14:00:00.000 -0300,Round of 16,2,San Paolo,Naples ,Italy,Cameroon,2,1,true
f2262206-9afe-0550-35a9-872a588937ed,1994,1994-06-21 16:30:00.000 -0300,Group D,1,Cotton Bowl,Dallas ,USA,Bulgaria,0,3,false
c0d42da7-2ffd-37c4-2c97-a4f0dc4ffeae,1966,1966-07-13 15:30:00.000 -0400,Group 4,1,Roker Park Ground,Sunderland ,England,Italy,2,0,true
"645bd7d6-7bab-b6a7-db96-96c52c30c545",1950,1950-07-13 12:00:00.000 -0300,Group 6,1,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Rio De Janeiro ,Brazil,Spain,1,6,false
"0281d6d3-9e27-a4f3-9a36-c438a4dc25c7",2010,2010-06-15 17:30:00.000 -0300,Group G,1,Ellis Park Stadium,Johannesburg ,South Africa,Korea DPR,1,2,false
"79747166-d109-1d9d-6d16-98eabf9cddf1",1958,1958-06-11 16:00:00.000 -0300,Group 4,1,Nya Ullevi,Gothenburg ,Sweden,Brazil,0,0,false
b685b46d-89e6-1115-b3ca-fd9a34af005e,2006,2006-06-17 12:00:00.000 -0300,Group D,1,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Germany,IR Iran,0,2,false
abd03e9e-5f00-798a-2a50-ed85de832d23,2006,2006-06-23 18:00:00.000 -0300,Group G,1,"FIFA World Cup Stadium, Cologne",Cologne ,Germany,France,2,0,true
"09c43fec-c407-85e8-d8af-ca2bde0904fa",2014,2014-06-21 15:00:00.000 -0300,Group F,1,Arena Pantanal,Cuiaba ,Brazil,Nigeria,1,0,true
d03ae94a-7863-79fa-4316-f50dfadea873,1954,1954-06-20 14:10:00.000 -0300,Group 4,1,Wankdorf Stadium,Berne ,Switzerland,England,2,0,true
c40f2bf6-ec0f-4c22-a34b-65f8999dcef7,1998,1998-06-14 11:30:00.000 -0300,Group H,1,Stade Municipal,Toulouse ,France,Japan,0,1,false
"6ed2a715-824a-e917-4260-d342092d4a98",1950,1950-07-09 12:00:00.000 -0300,Group 6,1,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Rio De Janeiro ,Brazil,Sweden,1,7,false
"90a77e9e-4055-daf0-519a-a1da6f8bfb7e",1998,1998-06-26 13:00:00.000 -0300,Group H,1,Stade de Gerland,Lyon ,France,Japan,1,2,false
"97635612-eeec-83ca-92e1-74759505242e",1998,1998-06-13 14:30:00.000 -0300,Group E,1,Stade de Gerland,Lyon ,France,Korea Republic,1,3,false
"4816ad9c-ada5-df26-a245-9ceadb38c32d",1982,1982-06-15 14:15:00.000 -0300,Group 1,1,Riazor,La Coruï¿½A ,Spain,Cameroon,0,0,false
aedbb11e-30e3-23bd-ec69-59e9d485b6d1,1938,1938-06-05 13:30:00.000 -0400,First round,1,Stade de la Meinau,Strasbourg ,France,Poland,5,6,false
"0a4585a1-4800-bc2a-fe9f-f878a5fa0c08",1986,1986-06-17 13:00:00.000 -0300,Round of 16,2,Estadio Universitario,Monterrey ,Mexico,Morocco,0,1,false
b21ef199-8bc9-3f36-0780-ea09b61f8cf9,1978,1978-06-11 13:45:00.000 -0300,Group 4,1,San Martin,Mendoza ,Argentina,Scotland,3,2,true
"17052353-af2a-074f-f35c-b54835baaed3",1970,1970-06-07 09:00:00.000 -0300,Group 4,1,Nou Camp - Estadio Leï¿½n,Leon ,Mexico,Bulgaria,2,5,false
"59b15758-039b-2b3b-ebca-d925dad714ed",1998,1998-06-12 18:00:00.000 -0300,Group C,1,Stade Vï¿½lodrome,Marseilles ,France,South Africa,0,3,false
"8f0cdbb8-db99-0096-4c9f-8f24f22f0834",1982,1982-06-25 14:15:00.000 -0300,Group 4,1,San Mames,Bilbao ,Spain,England,1,0,true
dec07e42-16ef-4c6e-fde2-395cb8160fd6,2002,2002-06-06 17:30:00.000 -0300,Group A,1,Busan Asiad Main Stadium,Busan ,Korea/Japan,Uruguay,0,0,false
"6aa75555-fc92-d1e5-f43f-5e984f77d077",1998,1998-06-18 18:00:00.000 -0300,Group C,1,Stade de France,Saint-Denis ,France,Saudi Arabia,0,4,false
f9a0c038-28b7-59c1-1e5a-c0aa3863a7b5,2002,2002-06-07 15:00:00.000 -0300,Group B,1,Jeonju World Cup Stadium,Jeonju ,Korea/Japan,Paraguay,1,3,false
"0f1791db-c42e-7e07-bb3a-29f87aa7a8dc",2006,2006-06-20 18:00:00.000 -0300,Group B,1,Fritz-Walter-Stadion,Kaiserslautern ,Germany,Trinidad and Tobago,0,2,false
"1168f64f-3112-8811-fa20-e8f1789a8af9",1974,1974-07-06 13:00:00.000 -0300,Match for third place,1,Olympiastadion,Munich ,Germany,Poland,1,0,true
"0342b475-0f79-0fbc-08c7-4b51b60262bb",1994,1994-06-27 13:00:00.000 -0300,Group C,1,Soldier Field,Chicago ,USA,Spain,3,1,true
"1baf8bfc-a0d7-33cd-a2d3-0aff65df081f",2002,2002-06-07 12:30:00.000 -0300,Group F,1,Kobe Wing Stadium,Kobe ,Korea/Japan,Sweden,2,1,true
"310fa825-b146-effb-9e51-e17d87cfc0ea",1994,1994-06-24 09:30:00.000 -0300,Group E,1,Citrus Bowl,Orlando ,USA,Republic of Ireland,1,2,false
b9e1f1d2-dafe-516e-1493-f5af98621758,1982,1982-06-25 18:00:00.000 -0300,Group 5,1,Luis Casanova,Valencia ,Spain,Spain,0,1,false
"7675ee6c-6c2d-a9a2-13b5-852138cac6c3",1970,1970-06-03 13:00:00.000 -0300,Group 1,1,Estadio Azteca,Mexico City ,Mexico,Belgium,3,0,true
"50d88ebe-f8ce-5207-0535-de601d9775c8",1982,1982-06-19 18:00:00.000 -0300,Group 6,1,La Rosaleda,Malaga ,Spain,New Zealand,0,3,false
"4407d34c-f543-831c-fff5-732a9b0d2289",1970,1970-06-06 13:00:00.000 -0300,Group 2,1,Cuauhtemoc,Puebla ,Mexico,Italy,0,0,false
b244e3ef-4fcb-1938-e57f-02e67b089dca,1986,1986-06-22 13:00:00.000 -0300,Quarter-finals,3,Cuauhtemoc,Puebla ,Mexico,Spain,1,1,false
c54104cb-8a5b-8ab4-e607-6f9db8c771d7,1962,1962-06-03 12:00:00.000 -0300,Group 2,1,Nacional,Santiago De Chile ,Chile,Switzerland,1,2,false
a650b7e4-15c9-f03c-d74e-b8a62979f7dc,1974,1974-06-22 16:30:00.000 -0300,Group 1,1,Volksparkstadion,Hamburg ,Germany,Germany FR,0,1,false
"7001dee8-eb9d-045b-efec-2f48457d6dd1",1982,1982-06-18 18:00:00.000 -0300,Group 6,1,Benito Villamarin,Seville ,Spain,Brazil,4,1,true
a651c903-b9e7-f855-d58f-a7211b59ac6e,1974,1974-06-18 16:30:00.000 -0300,Group 2,1,Parkstadion,Gelsenkirchen ,Germany,Yugoslavia,9,0,true
"614b9dbd-7cf1-79ff-fd01-50c75cc14226",1962,1962-05-30 12:00:00.000 -0300,Group 3,1,Estadio Sausalito,Vina Del Mar ,Chile,Brazil,2,0,true
"2cf71b30-68b5-3138-f243-57b81079962d",1986,1986-06-18 13:00:00.000 -0300,Round of 16,2,Estadio Corregidora,Queretaro ,Mexico,Spain,5,1,true
"1de2edc0-ac62-2d09-4313-a5c374308692",2014,2014-06-15 10:00:00.000 -0300,Group E,1,Estadio Nacional,Brasilia ,Brazil,Ecuador,1,2,false
c688d243-b0dc-d8ee-ef3c-19b64b9db998,2010,2010-06-24 17:30:00.000 -0300,Group E,1,Royal Bafokeng Sports Palace,Phokeng ,South Africa,Denmark,1,3,false
b06b533b-21cf-9a43-9f05-b6205229b822,1990,1990-06-21 14:00:00.000 -0300,Group E,1,Friuli,Udine ,Italy,Uruguay,1,0,true
"272ece42-b2ea-fa42-fce1-2fac72dce77c",1994,1994-06-28 13:00:00.000 -0300,Group B,1,Pontiac Silverdome,Detroit ,USA,Sweden,1,1,false
cb37c76b-c8ee-5341-cd31-02edd6120726,1998,1998-06-21 11:30:00.000 -0300,Group F,1,Stade Felix Bollaert,Lens ,France,Yugoslavia,2,2,false
dbe455e1-fb8a-79bb-a968-1b8ac7007965,1934,1934-05-31 12:30:00.000 -0400,Quarter-finals,3,Giovanni Berta,Florence ,Italy,Italy,1,1,false
"2f3c623b-d70d-02ca-69c6-806d581c4e10",2010,2010-06-23 17:30:00.000 -0300,Group D,1,Soccer City Stadium,Johannesburg ,South Africa,Ghana,0,1,false
"6c3885d1-e0c7-52b8-baba-9e4067cdafc7",1998,1998-06-23 13:00:00.000 -0300,Group B,1,La Beaujoire,Nantes ,France,Cameroon,1,1,false
f027ce0a-250e-1f7e-401f-7ffd85e5a10b,1954,1954-06-19 14:00:00.000 -0300,Group 1,1,La Pontaise,Lausanne ,Switzerland,Yugoslavia,1,1,false
"2cc2ec16-2260-0885-7afb-2136b26a9d81",2014,2014-06-21 10:00:00.000 -0300,Group F,1,Estadio Mineirao,Belo Horizonte ,Brazil,IR Iran,0,1,false
cb7d9e78-fbc7-7c06-3d5d-6d9ead0ac2fd,1998,1998-06-28 18:00:00.000 -0300,Round of 16,2,Stade de France,Saint-Denis ,France,Denmark,4,1,true
b1891bf3-b986-8983-3100-299c01186ae7,2002,2002-06-30 17:00:00.000 -0300,Final,5,International Stadium Yokohama,Yokohama ,Korea/Japan,Brazil,2,0,true
"3b868b27-97ea-4ba6-442e-582b0bd4659b",1986,1986-06-09 09:00:00.000 -0300,Group C,1,Nou Camp - Estadio Leï¿½n,Leon ,Mexico,France,3,0,true
"3fd2f294-e471-83f3-8015-5dbff8a9eb03",1974,1974-06-18 13:00:00.000 -0300,Group 1,1,Volksparkstadion,Hamburg ,Germany,Australia,0,3,false
"6a4ed938-5f24-0c4e-c12b-706540a86289",1982,1982-07-08 14:15:00.000 -0300,Semi-finals,4,Camp Nou,Barcelona ,Spain,Italy,2,0,true
"87a1a695-224a-015e-2fce-7ddaac6597af",1998,1998-06-21 18:00:00.000 -0300,Group F,1,Stade de Gerland,Lyon ,France,Iran,2,1,true
"22e71f9d-9878-1a04-42c5-eb52bfff9138",2014,2014-06-18 15:00:00.000 -0300,Group A,1,Arena Amazonia,Manaus ,Brazil,Croatia,4,0,true
"1ecd63ee-f98b-0727-6a97-5d05ca2ff538",2002,2002-06-13 12:30:00.000 -0300,Group C,1,Seoul World Cup Stadium,Seoul ,Korea/Japan,Turkey,3,0,true
"71ad02d3-dd49-0533-3f86-6a233de91d37",1986,1986-06-07 09:00:00.000 -0300,Group B,1,Estadio Azteca,Mexico City ,Mexico,Mexico,1,1,false
"39fa64a4-6096-858c-960e-64eb5efd01be",1990,1990-06-16 18:00:00.000 -0300,Group C,1,Luigi Ferraris,Genoa ,Italy,Sweden,1,2,false
dd8b7055-f043-5a4a-1d54-633d0961c50a,1966,1966-07-23 11:00:00.000 -0400,Quarter-finals,3,Wembley Stadium,London ,England,Argentina,0,1,false
c5a18d46-cbec-0d6d-7a96-8baa3bf3075c,1966,1966-07-20 15:30:00.000 -0400,Group 1,1,Wembley Stadium,London ,England,England,2,0,true
"24c14634-3027-41f8-56c7-b790d7358520",2006,2006-06-20 13:00:00.000 -0300,Group A,1,"FIFA World Cup Stadium, Hanover",Hanover ,Germany,Costa Rica,1,2,false
fe8c7a06-621a-e003-2555-0fc5f07fee12,1994,1994-06-19 16:30:00.000 -0300,Group B,1,Rose Bowl,Los Angeles ,USA,Sweden,2,2,false
"97f00b03-b182-6b89-75b1-1c7aba4f3ab1",1950,1950-06-25 12:00:00.000 -0300,Group 2,1,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Rio De Janeiro ,Brazil,Chile,0,2,false
"402ab177-aed6-6d41-92b8-1e65a22f4743",1986,1986-06-04 09:00:00.000 -0300,Group B,1,Bombonera - Estadio Nemesio Diez,Toluca ,Mexico,Iraq,0,1,false
bb33eeec-a97a-ab94-747b-4fc55a8ce52f,1950,1950-06-25 12:00:00.000 -0300,Group 3,1,Pacaembu,Sao Paulo ,Brazil,Italy,2,3,false
"57f9ade6-6bc5-b731-efdc-8bf585464323",1982,1982-06-28 18:00:00.000 -0300,Group 1,1,Camp Nou,Barcelona ,Spain,Poland,3,0,true
c688d243-b0dc-d8ee-ef3c-19b64b9db998,2010,2010-06-24 17:30:00.000 -0300,Group E,1,Royal Bafokeng Sports Palace,Phokeng ,South Africa,Japan,3,1,true
"634ba357-8d79-5da3-b12d-4d4263e1f560",1998,1998-07-08 18:00:00.000 -0300,Semi-finals,4,Stade de France,Saint-Denis ,France,France,2,1,true
"5534f41e-39c7-dd2e-7b6c-4bd009568e83",1966,1966-07-23 11:00:00.000 -0400,Quarter-finals,3,Hillsborough,Sheffield ,England,Uruguay,0,4,false
"6d7f0d10-4831-5426-dd59-423cc03bac47",1970,1970-06-10 13:00:00.000 -0300,Group 3,1,Jalisco,Guadalajara ,Mexico,Romania,2,3,false
"0fb3c97b-ce5a-9b73-a3eb-5be275bb68bf",1954,1954-06-27 14:00:00.000 -0300,Quarter-finals,3,Charmilles,Geneva ,Switzerland,Yugoslavia,0,2,false
a161080f-251d-d550-dde5-25f4e7fef178,2010,2010-07-10 17:30:00.000 -0300,Match for third place,1,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,Uruguay,2,3,false
"980d6508-d5cb-e038-6ce1-a35ce9cb8929",2006,2006-06-12 18:00:00.000 -0300,Group E,1,"FIFA World Cup Stadium, Hanover",Hanover ,Germany,Ghana,0,2,false
"1ed1b3e7-7045-835a-0774-1f9d3e6f20f3",1998,1998-06-18 14:30:00.000 -0300,Group C,1,Stade Municipal,Toulouse ,France,Denmark,1,1,false
"000afc21-136a-92d5-4d84-0f5280f57dd7",2002,2002-06-11 12:30:00.000 -0300,Group A,1,Suwon World Cup Stadium,Suwon ,Korea/Japan,Senegal,3,3,false
bd1ab31d-6d55-f071-2c76-4a1154608f5c,2010,2010-06-13 13:00:00.000 -0300,Group D,1,Loftus Versfeld Stadium,Tshwane/Pretoria ,South Africa,Ghana,1,0,true
ac3deca4-3c7d-8ec8-905b-22b275abdd81,1962,1962-05-31 12:00:00.000 -0300,Group 3,1,Estadio Sausalito,Vina Del Mar ,Chile,Spain,0,1,false
"493c4f16-82b7-be56-5d71-fd55d1aa5072",2002,2002-06-12 17:30:00.000 -0300,Group B,1,Jeju World Cup Stadium,Jeju ,Korea/Japan,Slovenia,1,3,false
"302cf9a8-b2f0-3547-484f-8a1cf13ef7ce",1978,1978-06-07 13:45:00.000 -0300,Group 4,1,San Martin,Mendoza ,Argentina,Netherlands,0,0,false
"43e02736-a2a8-edd2-598a-acfaf1af733d",1986,1986-06-09 09:00:00.000 -0300,Group C,1,Estadio Irapuato,Irapuato ,Mexico,Soviet Union,2,0,true
d938f926-1949-b87d-2def-897ab41abd78,1978,1978-06-11 10:45:00.000 -0300,Group 3,1,Estadio Josï¿½ Marï¿½a Minella,Mar Del Plata ,Argentina,Austria,0,1,false
"8a5659de-c090-3cd5-f957-0780d4dfe2dc",2010,2010-06-14 17:30:00.000 -0300,Group F,1,Cape Town Stadium,Cape Town ,South Africa,Italy,1,1,false
a40e620a-ce92-628e-fa92-924e83a3c283,1966,1966-07-13 15:30:00.000 -0400,Group 3,1,Old Trafford Stadium,Manchester ,England,Hungary,1,3,false
"2fa38ca6-5727-8620-d632-042298d69599",2006,2006-06-10 18:00:00.000 -0300,Group C,1,"FIFA World Cup Stadium, Hamburg",Hamburg ,Germany,Argentina,2,1,true
"56181f98-1c08-33b7-b2a6-8e96b510cc93",1938,1938-06-16 14:00:00.000 -0400,Semi-finals,4,Parc des Princes,Paris ,France,Hungary,5,1,true
"04da297e-d2b0-fefa-fd06-5dd03933dd6a",2006,2006-06-25 14:00:00.000 -0300,Round of 16,2,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,England,1,0,true
a0f05c10-81b9-79d5-83a1-6ea876bdb0dc,1978,1978-06-02 10:45:00.000 -0300,Group 1,1,Estadio Josï¿½ Marï¿½a Minella,Mar Del Plata ,Argentina,Italy,2,1,true
"04601d6d-c8d2-c099-7669-5e45fa06b24b",1970,1970-06-07 09:00:00.000 -0300,Group 2,1,Luis Dosal,Toluca ,Mexico,Israel,1,1,false
c58e0403-4932-147e-8153-70d36d3996f1,2010,2010-07-07 17:30:00.000 -0300,Semi-finals,4,Durban Stadium,Durban ,South Africa,Spain,1,0,true
fedca809-1a5f-a32f-ffb9-ca8dacc4fc59,1998,1998-06-27 18:00:00.000 -0300,Round of 16,2,Parc des Princes,Paris ,France,Brazil,4,1,true
"7f25efd0-b920-b078-1160-27cee6a706a2",1966,1966-07-25 15:30:00.000 -0400,Semi-finals,4,Goodison Park,Liverpool ,England,Soviet Union,1,2,false
"6d994f36-e8f1-9ff2-a18f-66ad84e4012e",2006,2006-06-30 18:00:00.000 -0300,Quarter-finals,3,"FIFA World Cup Stadium, Hamburg",Hamburg ,Germany,Italy,3,0,true
