"uuid","event_year","event_date","event_time","event_datetime","round","round_number","stadium","city","country","home_team","away_team","observation","winner_team","loser_team","penalty_definition","home_goals","home_goals_in_penalties","away_goals","away_goals_in_penalties"
"3f14f1fb-b7f3-32e8-3b13-e6f91d10db60",2002,"14-Jun-02", 20:30 ,2002-06-14 17:30:00.000 -0300,Group D,1,Daejeon World Cup Stadium,Daejeon ,Korea/Japan,Poland,USA,,Poland,USA,false,3,,1,
"3f90c34d-739c-7c88-297f-d8a81928196b",2010,"25-Jun-10", 16:00 ,2010-06-25 13:00:00.000 -0300,Group G,1,Durban Stadium,Durban ,South Africa,Portugal,Brazil,,,,false,0,,0,
"3fd2f294-e471-83f3-8015-5dbff8a9eb03",1974,"18-Jun-74", 16:00 ,1974-06-18 13:00:00.000 -0300,Group 1,1,Volksparkstadion,Hamburg ,Germany,Australia,Germany FR,,Germany FR,Australia,false,0,,3,
"40157f8d-5673-80d1-c1c4-d2b49bc8717e",2014,"5-Jul-14", 17:00 ,2014-07-05 14:00:00.000 -0300,Quarter-finals,3,Arena Fonte Nova,Salvador ,Brazil,Netherlands,Costa Rica,Netherlands win on penalties (4 - 3) ,Netherlands,Costa Rica,true,0,4,0,3
"40239014-8e19-e709-c8ff-b0adda28c735",1974,"7-Jul-74", 16:00 ,1974-07-07 13:00:00.000 -0300,Final,5,Olympiastadion,Munich ,Germany,Netherlands,Germany FR,,Germany FR,Netherlands,false,1,,2,
"402ab177-aed6-6d41-92b8-1e65a22f4743",1986,"4-Jun-86", 12:00 ,1986-06-04 09:00:00.000 -0300,Group B,1,Bombonera - Estadio Nemesio Diez,Toluca ,Mexico,Paraguay,Iraq,,Paraguay,Iraq,false,1,,0,
"405e68f4-3a72-a644-8f45-73d12483dea1",1986,"21-Jun-86", 16:00 ,1986-06-21 13:00:00.000 -0300,Quarter-finals,3,Estadio Universitario,Monterrey ,Mexico,Germany FR,Mexico,Germany FR win on penalties (4 - 1) ,Germany FR,Mexico,true,0,4,0,1
"4066cb09-2a15-ffb4-f067-424836bf8485",2002,"2-Jun-02", 18:30 ,2002-06-02 15:30:00.000 -0300,Group F,1,Saitama Stadium 2002,Saitama ,Korea/Japan,England,Sweden,,,,false,1,,1,
"4086e42a-55ad-502a-02f6-c12adfc05f4c",1990,"30-Jun-90", 21:00 ,1990-06-30 18:00:00.000 -0300,Quarter-finals,3,Stadio Olimpico,Rome ,Italy,Italy,Republic of Ireland,,Italy,Republic of Ireland,false,1,,0,
"41870f38-58f7-936c-f92f-a06116db6195",1978,"7-Jun-78", 13:45 ,1978-06-07 10:45:00.000 -0300,Group 3,1,Estadio Josï¿½ Marï¿½a Minella,Mar Del Plata ,Argentina,Brazil,Spain,,,,false,0,,0,
"4263f947-7348-af3a-167d-7be8c57568c5",2002,"3-Jun-02", 15:30 ,2002-06-03 12:30:00.000 -0300,Group G,1,Niigata Stadium Big Swan,Niigata ,Korea/Japan,Croatia,Mexico,,Mexico,Croatia,false,0,,1,
"42e0578a-fb90-3fe6-8c90-cd19a2e6199b",1966,"12-Jul-66", 19:30 ,1966-07-12 15:30:00.000 -0400,Group 4,1,Ayresome Park,Middlesbrough ,England,Soviet Union,Korea DPR,,Soviet Union,Korea DPR,false,3,,0,
"43795245-fbb0-c80b-4581-8d6c4110d2bf",2006,"16-Jun-06", 15:00 ,2006-06-16 12:00:00.000 -0300,Group C,1,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Germany,Argentina,Serbia and Montenegro,,Argentina,Serbia and Montenegro,false,6,,0,
"43cbf3f0-0b23-a62d-76d4-512cc518ff18",2014,"1-Jul-14", 17:00 ,2014-07-01 14:00:00.000 -0300,Round of 16,2,Arena Fonte Nova,Salvador ,Brazil,Belgium,USA,Belgium win after extra time ,Belgium,USA,false,2,,1,
"43e02736-a2a8-edd2-598a-acfaf1af733d",1986,"9-Jun-86", 12:00 ,1986-06-09 09:00:00.000 -0300,Group C,1,Estadio Irapuato,Irapuato ,Mexico,Soviet Union,Canada,,Soviet Union,Canada,false,2,,0,
"43f61019-5499-c0a4-23ad-2e2084d5e770",1990,"14-Jun-90", 17:00 ,1990-06-14 14:00:00.000 -0300,Group B,1,Stadio San Nicola,Bari ,Italy,Cameroon,Romania,,Cameroon,Romania,false,2,,1,
"4407d34c-f543-831c-fff5-732a9b0d2289",1970,"6-Jun-70", 16:00 ,1970-06-06 13:00:00.000 -0300,Group 2,1,Cuauhtemoc,Puebla ,Mexico,Uruguay,Italy,,,,false,0,,0,
"44a57595-8a5c-ec61-52b2-ab0432439321",1958,"15-Jun-58", 14:00 ,1958-06-15 11:00:00.000 -0300,Group 3,1,Rasunda Stadium,Solna ,Sweden,Sweden,Wales,,,,false,0,,0,
"44df088d-0b2e-c96b-7436-8c6fe6409615",1994,"30-Jun-94", 19:30 ,1994-06-30 16:30:00.000 -0300,Group D,1,Cotton Bowl,Dallas ,USA,Argentina,Bulgaria,,Bulgaria,Argentina,false,0,,2,
"44df3c5b-d91b-a6bc-a73d-741a28d1e9a8",1982,"22-Jun-82", 21:00 ,1982-06-22 18:00:00.000 -0300,Group 6,1,La Rosaleda,Malaga ,Spain,Soviet Union,Scotland,,,,false,2,,2,
"45bc6d7b-c5ac-aac8-a164-0ef32d0c03e5",2002,"10-Jun-02", 15:30 ,2002-06-10 12:30:00.000 -0300,Group D,1,Daegu World Cup Stadium,Daegu ,Korea/Japan,Korea Republic,USA,,,,false,1,,1,
"45fad722-cd67-c3f0-fded-9e850093556d",1970,"10-Jun-70", 16:00 ,1970-06-10 13:00:00.000 -0300,Group 2,1,Cuauhtemoc,Puebla ,Mexico,Sweden,Uruguay,,Sweden,Uruguay,false,1,,0,
"468a621c-566d-34a4-ae7b-c4985ce0a54b",1986,"17-Jun-86", 12:00 ,1986-06-17 09:00:00.000 -0300,Round of 16,2,Estadio Olï¿½mpico Universitario,Mexico City ,Mexico,Italy,France,,France,Italy,false,0,,2,
"469b6130-a773-43f4-6095-4c48d0c8bc04",1986,"11-Jun-86", 12:00 ,1986-06-11 09:00:00.000 -0300,Group B,1,Bombonera - Estadio Nemesio Diez,Toluca ,Mexico,Paraguay,Belgium,,,,false,2,,2,
"475059af-1054-8412-86d3-eacf4dd56905",1954,"17-Jun-54", 18:00 ,1954-06-17 15:00:00.000 -0300,Group 2,1,Hardturm,Zurich ,Switzerland,Hungary,Korea Republic,,Hungary,Korea Republic,false,9,,0,
"475eda2a-8395-9261-a0fe-4242049cde50",1978,"18-Jun-78", 13:45 ,1978-06-18 10:45:00.000 -0300,Group B,1,San Martin,Mendoza ,Argentina,Poland,Peru,,Poland,Peru,false,1,,0,
"4771f898-4238-5625-ef57-bbe79881c9bc",1998,"13-Jun-98", 14:30 ,1998-06-13 11:30:00.000 -0300,Group D,1,La Beaujoire,Nantes ,France,Spain,Nigeria,,Nigeria,Spain,false,2,,3,
"4816ad9c-ada5-df26-a245-9ceadb38c32d",1982,"15-Jun-82", 17:15 ,1982-06-15 14:15:00.000 -0300,Group 1,1,Riazor,La Coruï¿½A ,Spain,Peru,Cameroon,,,,false,0,,0,
"4829aa87-4418-7ab9-ec7f-cb50a79b554d",1982,"8-Jul-82", 21:00 ,1982-07-08 18:00:00.000 -0300,Semi-finals,4,Ramon Sanchez Pizjuan,Seville ,Spain,Germany FR,France, win on penalties (5 - 4) ,Germany FR,France,true,3,5,3,4
"483c1857-ec58-c4c8-c9c4-39cad3c745ab",1994,"20-Jun-94", 19:30 ,1994-06-20 16:30:00.000 -0300,Group F,1,RFK Stadium,Washington Dc ,USA,Netherlands,Saudi Arabia,,Netherlands,Saudi Arabia,false,2,,1,
"487631e3-5eaf-a157-6f07-60693b9bef9f",2010,"22-Jun-10", 16:00 ,2010-06-22 13:00:00.000 -0300,Group A,1,Free State Stadium,Mangaung/Bloemfontein ,South Africa,France,South Africa,,South Africa,France,false,1,,2,
"48e0e147-6836-ccae-e904-35cb16b72808",1998,"30-Jun-98", 16:30 ,1998-06-30 13:30:00.000 -0300,Round of 16,2,Stade du Parc Lescure,Bordeaux ,France,Romania,Croatia,,Croatia,Romania,false,0,,1,
"48f83d1f-5382-78af-3bfe-e8ae173a7044",2002,"2-Jun-02", 16:30 ,2002-06-02 13:30:00.000 -0300,Group B,1,Busan Asiad Main Stadium,Busan ,Korea/Japan,Paraguay,South Africa,,,,false,2,,2,
"493c4f16-82b7-be56-5d71-fd55d1aa5072",2002,"12-Jun-02", 20:30 ,2002-06-12 17:30:00.000 -0300,Group B,1,Jeju World Cup Stadium,Jeju ,Korea/Japan,Slovenia,Paraguay,,Paraguay,Slovenia,false,1,,3,
"49512c3b-fd6f-b2a4-5ca8-e19026122c69",1966,"13-Jul-66", 19:30 ,1966-07-13 15:30:00.000 -0400,Group 1,1,Wembley Stadium,London ,England,France,Mexico,,,,false,1,,1,
"49707820-08b6-1573-519f-d3966bd5d9b6",1998,"26-Jun-98", 21:00 ,1998-06-26 18:00:00.000 -0300,Group G,1,Stade de France,Saint-Denis ,France,Romania,Tunisia,,,,false,1,,1,
"49d16a1b-b2cf-6646-3d49-964b87e773b6",1978,"3-Jun-78", 16:45 ,1978-06-03 13:45:00.000 -0300,Group 4,1,Estadio Olï¿½mpico Chateau Carreras,Cordoba ,Argentina,Peru,Scotland,,Peru,Scotland,false,3,,1,
"4a6ae0e8-ba84-6428-f17d-a0dc956630bd",1930,"13-Jul-30", 15:00 ,1930-07-13 11:00:00.000 -0400,Group 1,1,Pocitos,Montevideo ,Uruguay,France,Mexico,,France,Mexico,false,4,,1,
"4a955685-939e-fb79-a8ff-fcb1626a6005",1934,"27-May-34", 16:30 ,1934-05-27 12:30:00.000 -0400,Preliminary round,1,Littorale,Bologna ,Italy,Sweden,Argentina,,Sweden,Argentina,false,3,,2,
"4aed977c-a050-74bb-3d96-0b361a0db8de",1982,"2-Jul-82", 17:15 ,1982-07-02 14:15:00.000 -0300,Group 3,1,Sarria,Barcelona ,Spain,Argentina,Brazil,,Brazil,Argentina,false,1,,3,
"4b177ed5-dbd6-4da4-1242-4866c99856d3",1986,"13-Jun-86", 12:00 ,1986-06-13 09:00:00.000 -0300,Group E,1,Neza,Nezahualcoyotl ,Mexico,Scotland,Uruguay,,,,false,0,,0,
"4b4b3bf0-66c3-7ddc-3d63-305a0a3eb93f",1974,"22-Jun-74", 16:00 ,1974-06-22 13:00:00.000 -0300,Group 2,1,Parkstadion,Gelsenkirchen ,Germany,Zaire,Brazil,,Brazil,Zaire,false,0,,3,
"4b50bacb-9533-ddbe-21b0-6cfe0f3fcf65",1958,"8-Jun-58", 19:00 ,1958-06-08 16:00:00.000 -0300,Group 4,1,Rimnersvallen,Udevalla ,Sweden,Brazil,Austria,,Brazil,Austria,false,3,,0,
"4b5a5d61-d4e9-ee8d-597a-05302aa616d3",2014,"20-Jun-14", 16:00 ,2014-06-20 13:00:00.000 -0300,Group E,1,Arena Fonte Nova,Salvador ,Brazil,Switzerland,France,,France,Switzerland,false,2,,5,
"4b7aa269-edb4-70f4-df62-95f8df2763ae",1970,"14-Jun-70", 12:00 ,1970-06-14 09:00:00.000 -0300,Quarter-finals,3,Estadio Azteca,Mexico City ,Mexico,Uruguay,Soviet Union,Uruguay win after extra time ,Uruguay,Soviet Union,false,1,,0,
"4b998afd-20ed-6faf-2da9-e125f2d84e7d",2006,"19-Jun-06", 18:00 ,2006-06-19 15:00:00.000 -0300,Group H,1,"FIFA World Cup Stadium, Hamburg",Hamburg ,Germany,Saudi Arabia,Ukraine,,Ukraine,Saudi Arabia,false,0,,4,
"4bc849c2-b01a-c817-3c3f-0c4cb105816e",1930,"14-Jul-30", 14:50 ,1930-07-14 10:50:00.000 -0400,Group 3,1,Pocitos,Montevideo ,Uruguay,Romania,Peru,,Romania,Peru,false,3,,1,
"4bf68432-87f8-4eeb-d56b-ab87a7423c23",2010,"24-Jun-10", 20:30 ,2010-06-24 17:30:00.000 -0300,Group E,1,Cape Town Stadium,Cape Town ,South Africa,Cameroon,Netherlands,,Netherlands,Cameroon,false,1,,2,
"4d002702-f1c4-3bdf-db89-92e75398034d",1954,"19-Jun-54", 17:10 ,1954-06-19 14:10:00.000 -0300,Group 1,1,Charmilles,Geneva ,Switzerland,France,Mexico,,France,Mexico,false,3,,2,
"4ef299e4-568d-24d2-69b7-57f1f6910672",1958,"19-Jun-58", 19:00 ,1958-06-19 16:00:00.000 -0300,Quarter-finals,3,Malmo Stadion,Malmï¿½ ,Sweden,Germany FR,Yugoslavia,,Germany FR,Yugoslavia,false,1,,0,
"4f436dbc-9abe-243b-9a53-38d913953a9b",1930,"26-Jul-30", 14:45 ,1930-07-26 10:45:00.000 -0400,Semi-finals,4,Estadio Centenario,Montevideo ,Uruguay,Argentina,USA,,Argentina,USA,false,6,,1,
"4f9edceb-6e47-bf37-9b5d-78a721704059",1990,"30-Jun-90", 17:00 ,1990-06-30 14:00:00.000 -0300,Quarter-finals,3,Comunale,Florence ,Italy,Yugoslavia,Argentina, win on penalties (2 - 3) ,Argentina,Yugoslavia,true,0,2,0,3
"4fc68002-6856-088e-d8a0-c7e84a727033",2014,"13-Jun-14", 18:00 ,2014-06-13 15:00:00.000 -0300,Group B,1,Arena Pantanal,Cuiaba ,Brazil,Chile,Australia,,Chile,Australia,false,3,,1,
"50609938-d5ad-7735-522d-2ea4b5d774a6",1998,"25-Jun-98", 16:00 ,1998-06-25 13:00:00.000 -0300,Group E,1,Stade Geoffroy Guichard,Saint-Etienne ,France,Netherlands,Mexico,,,,false,2,,2,
"50a6a3ab-28d3-3b9c-dcd7-18c19c6e8f0d",1962,"16-Jun-62", 14:30 ,1962-06-16 11:30:00.000 -0300,Match for third place,1,Nacional,Santiago De Chile ,Chile,Chile,Yugoslavia,,Chile,Yugoslavia,false,1,,0,
"50d88ebe-f8ce-5207-0535-de601d9775c8",1982,"19-Jun-82", 21:00 ,1982-06-19 18:00:00.000 -0300,Group 6,1,La Rosaleda,Malaga ,Spain,Soviet Union,New Zealand,,Soviet Union,New Zealand,false,3,,0,
"50feeb5d-29ee-973a-bee7-fa32704a20a6",2010,"16-Jun-10", 13:30 ,2010-06-16 10:30:00.000 -0300,Group H,1,Mbombela Stadium,Nelspruit ,South Africa,Honduras,Chile,,Chile,Honduras,false,0,,1,
"51280332-eddd-3e69-df84-7293ba71b3ad",1998,"14-Jun-98", 21:00 ,1998-06-14 18:00:00.000 -0300,Group H,1,Stade Felix Bollaert,Lens ,France,Jamaica,Croatia,,Croatia,Jamaica,false,1,,3,
"516d8273-fbff-3c14-3e5f-86719f1b6d29",1954,"23-Jun-54", 18:00 ,1954-06-23 15:00:00.000 -0300,Group 4,1,St. Jakob,Basel ,Switzerland,Switzerland,Italy,,Switzerland,Italy,false,4,,1,
"526b2a02-72e1-7913-5527-f504b24ab4a0",1982,"20-Jun-82", 21:00 ,1982-06-20 18:00:00.000 -0300,Group 5,1,Luis Casanova,Valencia ,Spain,Spain,Yugoslavia,,Spain,Yugoslavia,false,2,,1,
"52889015-f59b-2f4b-6a8c-aaba71c33178",2006,"11-Jun-06", 21:00 ,2006-06-11 18:00:00.000 -0300,Group D,1,"FIFA World Cup Stadium, Cologne",Cologne ,Germany,Angola,Portugal,,Portugal,Angola,false,0,,1,
"52ab8f89-3c93-83a6-151a-a287cdf8c443",1938,"9-Jun-38", 18:00 ,1938-06-09 14:00:00.000 -0400,First round,1,Parc des Princes,Paris ,France,Switzerland,Germany,,Switzerland,Germany,false,4,,2,
"52b2b135-5d56-99fb-6c64-dbdde9d55969",2002,"13-Jun-02", 20:30 ,2002-06-13 17:30:00.000 -0300,Group G,1,Oita Stadium Big Eye,Oita ,Korea/Japan,Mexico,Italy,,,,false,1,,1,
"52d3a97a-f901-19cc-dd46-9ba3e7a16b90",1986,"11-Jun-86", 16:00 ,1986-06-11 13:00:00.000 -0300,Group F,1,Tecnologico,Monterrey ,Mexico,England,Poland,,England,Poland,false,3,,0,
"52e0577b-a1ea-b381-6967-a18d548ae0e2",1974,"26-Jun-74", 19:30 ,1974-06-26 16:30:00.000 -0300,Group A,1,Niedersachsenstadion,Hanover ,Germany,Brazil,German DR,,Brazil,German DR,false,1,,0,
"52fb9ea1-e5e4-50d7-8d29-da88b672f921",2014,"26-Jun-14", 17:00 ,2014-06-26 14:00:00.000 -0300,Group H,1,Arena da Baixada,Curitiba ,Brazil,Algeria,Russia,,,,false,1,,1,
"5306fecb-e905-2e29-7b44-169ab161009e",2006,"10-Jun-06", 15:00 ,2006-06-10 12:00:00.000 -0300,Group B,1,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Germany,England,Paraguay,,England,Paraguay,false,1,,0,
"53504d09-a0b5-7441-60d5-488b9fcd4318",1978,"1-Jun-78", 15:00 ,1978-06-01 12:00:00.000 -0300,Group 2,1,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Argentina,Germany FR,Poland,,,,false,0,,0,
"539188c9-0783-c5eb-b03a-ebfc49ed1f34",1994,"5-Jul-94", 16:30 ,1994-07-05 13:30:00.000 -0300,Round of 16,2,Giants Stadium,New York/New Jersey ,USA,Mexico,Bulgaria,Bulgaria win on penalties (1 - 3) ,Bulgaria,Mexico,true,1,1,1,3
"548ff74c-3fcd-d0a8-6ba0-069896da77ec",1958,"8-Jun-58", 19:00 ,1958-06-08 16:00:00.000 -0300,Group 1,1,Malmo Stadion,Malmï¿½ ,Sweden,Argentina,Germany FR,,Germany FR,Argentina,false,1,,3,
"54c31aa5-e269-d35f-e54e-3259290230be",1990,"23-Jun-90", 17:00 ,1990-06-23 14:00:00.000 -0300,Round of 16,2,San Paolo,Naples ,Italy,Cameroon,Colombia,Cameroon win after extra time ,Cameroon,Colombia,false,2,,1,
"54e70bb2-421e-b704-c9fc-69ef0a6a7c7f",2002,"8-Jun-02", 15:30 ,2002-06-08 12:30:00.000 -0300,Group B,1,Daegu World Cup Stadium,Daegu ,Korea/Japan,South Africa,Slovenia,,South Africa,Slovenia,false,1,,0,
"54ec7913-255a-2c94-041b-99a7cc63598e",1986,"8-Jun-86", 12:00 ,1986-06-08 09:00:00.000 -0300,Group B,1,Bombonera - Estadio Nemesio Diez,Toluca ,Mexico,Iraq,Belgium,,Belgium,Iraq,false,1,,2,
"55136f2a-31e7-5fbb-06f0-4caad0a46366",1990,"21-Jun-90", 17:00 ,1990-06-21 14:00:00.000 -0300,Group E,1,Marc Antonio Bentegodi,Verona ,Italy,Belgium,Spain,,Spain,Belgium,false,1,,2,
"5534f41e-39c7-dd2e-7b6c-4bd009568e83",1966,"23-Jul-66", 15:00 ,1966-07-23 11:00:00.000 -0400,Quarter-finals,3,Hillsborough,Sheffield ,England,Germany FR,Uruguay,,Germany FR,Uruguay,false,4,,0,
"5582930a-0fef-f1f2-afcc-c4408ef03723",2002,"3-Jun-02", 18:00 ,2002-06-03 15:00:00.000 -0300,Group C,1,Munsu Football Stadium,Ulsan ,Korea/Japan,Brazil,Turkey,,Brazil,Turkey,false,2,,1,
"55ed7d7d-cc31-782b-6d35-9721df6c850b",1986,"10-Jun-86", 12:00 ,1986-06-10 09:00:00.000 -0300,Group A,1,Estadio Olï¿½mpico Universitario,Mexico City ,Mexico,Argentina,Bulgaria,,Argentina,Bulgaria,false,2,,0,
"56181f98-1c08-33b7-b2a6-8e96b510cc93",1938,"16-Jun-38", 18:00 ,1938-06-16 14:00:00.000 -0400,Semi-finals,4,Parc des Princes,Paris ,France,Hungary,Sweden,,Hungary,Sweden,false,5,,1,
"56185668-d3a8-e05a-0144-62cc4ec5ff02",1970,"11-Jun-70", 16:00 ,1970-06-11 13:00:00.000 -0300,Group 1,1,Estadio Azteca,Mexico City ,Mexico,Mexico,Belgium,,Mexico,Belgium,false,1,,0,
"5722329c-d073-b61d-e26f-97fc3f426b71",1950,"25-Jun-50", 15:00 ,1950-06-25 12:00:00.000 -0300,Group 2,1,Durival de Brito,Curitiba ,Brazil,Spain,USA,,Spain,USA,false,3,,1,
"57332b08-8821-9be1-579a-113af5e6861b",1962,"13-Jun-62", 14:30 ,1962-06-13 11:30:00.000 -0300,Semi-finals,4,Estadio Sausalito,Vina Del Mar ,Chile,Czechoslovakia,Yugoslavia,,Czechoslovakia,Yugoslavia,false,3,,1,
"57668c13-9d5c-caed-1920-037f7c1c58a7",1966,"23-Jul-66", 15:00 ,1966-07-23 11:00:00.000 -0400,Quarter-finals,3,Roker Park Ground,Sunderland ,England,Soviet Union,Hungary,,Soviet Union,Hungary,false,2,,1,
"5797442e-885d-d108-8bfb-436c597aacde",1958,"15-Jun-58", 19:00 ,1958-06-15 16:00:00.000 -0300,Group 2,1,Tunavallen,Eskilstuna ,Sweden,Paraguay,Yugoslavia,,,,false,3,,3,
"57b8e38b-6c67-5604-db03-f6c84944e575",1934,"27-May-34", 16:30 ,1934-05-27 12:30:00.000 -0400,Preliminary round,1,Littorio,Trieste ,Italy,Czechoslovakia,Romania,,Czechoslovakia,Romania,false,2,,1,
"57d331bb-4a8b-c8ec-a2b4-c0f746671abb",2010,"18-Jun-10", 13:30 ,2010-06-18 10:30:00.000 -0300,Group D,1,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,Germany,Serbia,,Serbia,Germany,false,0,,1,
"57f9ade6-6bc5-b731-efdc-8bf585464323",1982,"28-Jun-82", 21:00 ,1982-06-28 18:00:00.000 -0300,Group 1,1,Camp Nou,Barcelona ,Spain,Poland,Belgium,,Poland,Belgium,false,3,,0,
"5817f1ae-dfdc-52aa-04d2-5bfd44e208e9",2010,"20-Jun-10", 16:00 ,2010-06-20 13:00:00.000 -0300,Group F,1,Mbombela Stadium,Nelspruit ,South Africa,Italy,New Zealand,,,,false,1,,1,
"583f90ce-7e7e-8c60-80e3-65cf375b6a80",1982,"15-Jun-82", 21:00 ,1982-06-15 18:00:00.000 -0300,Group 6,1,La Rosaleda,Malaga ,Spain,Scotland,New Zealand,,Scotland,New Zealand,false,5,,2,
"587e0eaf-9b09-9752-edb9-eeb09a126c21",2010,"11-Jun-10", 20:30 ,2010-06-11 17:30:00.000 -0300,Group A,1,Cape Town Stadium,Cape Town ,South Africa,Uruguay,France,,,,false,0,,0,
"5888eb46-55bd-0506-5a39-03454dfe0a80",1986,"16-Jun-86", 12:00 ,1986-06-16 09:00:00.000 -0300,Round of 16,2,Jalisco,Guadalajara ,Mexico,Brazil,Poland,,Brazil,Poland,false,4,,0,
"58e7c509-83fa-1bdb-40f2-630838b3922e",1970,"20-Jun-70", 16:00 ,1970-06-20 13:00:00.000 -0300,Match for third place,1,Estadio Azteca,Mexico City ,Mexico,Germany FR,Uruguay,,Germany FR,Uruguay,false,1,,0,
"591aa97e-dd78-3ed4-4496-207f52edf64d",1998,"16-Jun-98", 21:00 ,1998-06-16 18:00:00.000 -0300,Group A,1,La Beaujoire,Nantes ,France,Brazil,Morocco,,Brazil,Morocco,false,3,,0,
"591dcd29-3331-ad56-8a0b-e8a7ff0c73e7",1994,"2-Jul-94", 12:00 ,1994-07-02 09:00:00.000 -0300,Round of 16,2,Soldier Field,Chicago ,USA,Germany,Belgium,,Germany,Belgium,false,3,,2,
"59375b7d-4068-befd-2329-cecb9baa7415",1998,"30-Jun-98", 21:00 ,1998-06-30 18:00:00.000 -0300,Round of 16,2,Stade Geoffroy Guichard,Saint-Etienne ,France,Argentina,England,Argentina win on penalties (4 - 3) ,Argentina,England,true,2,4,2,3
"595595d0-de96-fd63-f312-d3b0196975dd",1978,"10-Jun-78", 16:45 ,1978-06-10 13:45:00.000 -0300,Group 2,1,Estadio Olï¿½mpico Chateau Carreras,Cordoba ,Argentina,Germany FR,Tunisia,,,,false,0,,0,
"59b15758-039b-2b3b-ebca-d925dad714ed",1998,"12-Jun-98", 21:00 ,1998-06-12 18:00:00.000 -0300,Group C,1,Stade Vï¿½lodrome,Marseilles ,France,France,South Africa,,France,South Africa,false,3,,0,
"59c153b2-ae52-ba2b-89f1-30d888db0505",1982,"11-Jul-82", 20:00 ,1982-07-11 17:00:00.000 -0300,Final,5,Santiago Bernabeu,Madrid ,Spain,Italy,Germany FR,,Italy,Germany FR,false,3,,1,
"5a383bb6-552b-2f3a-7a98-bc5a8fe6d7a7",1986,"15-Jun-86", 16:00 ,1986-06-15 13:00:00.000 -0300,Round of 16,2,Nou Camp - Estadio Leï¿½n,Leon ,Mexico,Soviet Union,Belgium,Belgium win after extra time ,Belgium,Soviet Union,false,3,,4,
"5a590a12-db20-e6be-9ebd-43a4b23e08f7",1978,"21-Jun-78", 13:45 ,1978-06-21 10:45:00.000 -0300,Group A,1,Estadio Olï¿½mpico Chateau Carreras,Cordoba ,Argentina,Austria,Germany FR,,Austria,Germany FR,false,3,,2,
"5ac579a6-f690-09bc-316c-236af7cdf2b8",1990,"21-Jun-90", 21:00 ,1990-06-21 18:00:00.000 -0300,Group F,1,Sant Elia,Cagliari ,Italy,England,Egypt,,England,Egypt,false,1,,0,
"5ae5882e-4932-a0ab-91d5-3fd5dc03de97",1982,"28-Jun-82", 17:15 ,1982-06-28 14:15:00.000 -0300,Group 4,1,Vicente Calderon,Madrid ,Spain,Austria,France,,France,Austria,false,0,,1,
"5af6bcd1-97e2-ba86-7ea5-1e779ddc4ee6",2010,"13-Jun-10", 13:30 ,2010-06-13 10:30:00.000 -0300,Group C,1,Peter Mokaba Stadium,Polokwane ,South Africa,Algeria,Slovenia,,Slovenia,Algeria,false,0,,1,
"5c097963-dbad-8ecb-77ae-eaa59f2f1b2d",1990,"20-Jun-90", 21:00 ,1990-06-20 18:00:00.000 -0300,Group C,1,Luigi Ferraris,Genoa ,Italy,Sweden,Costa Rica,,Costa Rica,Sweden,false,1,,2,
"5c416e46-bfb6-7f24-7dd6-8c2b4398c711",2002,"21-Jun-02", 15:30 ,2002-06-21 12:30:00.000 -0300,Quarter-finals,3,Shizuoka Stadium Ecopa,Shizuoka ,Korea/Japan,England,Brazil,,Brazil,England,false,1,,2,
"5c5e72e7-cf7d-91fd-ec5f-152e10d2f122",1954,"16-Jun-54", 18:00 ,1954-06-16 15:00:00.000 -0300,Group 1,1,La Pontaise,Lausanne ,Switzerland,Yugoslavia,France,,Yugoslavia,France,false,1,,0,
"5cb620af-8dc4-bab8-2487-1fb48c1c93af",1994,"20-Jun-94", 16:00 ,1994-06-20 13:00:00.000 -0300,Group B,1,Stanford Stadium,San Francisco ,USA,Brazil,Russia,,Brazil,Russia,false,2,,0,
"5cb9b661-9918-6d13-fe4f-39e116b1f0e1",1986,"13-Jun-86", 12:00 ,1986-06-13 09:00:00.000 -0300,Group E,1,Estadio Corregidora,Queretaro ,Mexico,Denmark,Germany FR,,Denmark,Germany FR,false,2,,0,
"5ccfbd68-a1d4-56a1-21f2-d938ec9c654a",2014,"16-Jun-14", 16:00 ,2014-06-16 13:00:00.000 -0300,Group F,1,Arena da Baixada,Curitiba ,Brazil,IR Iran,Nigeria,,,,false,0,,0,
"5d1fd4b9-36db-3f15-4d82-a9956851cfcf",2010,"27-Jun-10", 16:00 ,2010-06-27 13:00:00.000 -0300,Round of 16,2,Free State Stadium,Mangaung/Bloemfontein ,South Africa,Germany,England,,Germany,England,false,4,,1,
"5d230b3a-4213-58a5-9ef9-e0520799ae77",1970,"6-Jun-70", 16:00 ,1970-06-06 13:00:00.000 -0300,Group 1,1,Estadio Azteca,Mexico City ,Mexico,Soviet Union,Belgium,,Soviet Union,Belgium,false,4,,1,
"5d406765-6ed5-9623-7224-de4b1905719b",1934,"31-May-34", 16:30 ,1934-05-31 12:30:00.000 -0400,Quarter-finals,3,Littorale,Bologna ,Italy,Austria,Hungary,,Austria,Hungary,false,2,,1,
